,bid,ask,bid_vol,ask_vol,time
0,1.1163,1.1163100000000001,750000.0,259999.9905,2019-10-31T12:45:00.160000Z
1,1.1163,1.1163200000000002,1500000.0,449999.9881,2019-10-31T12:45:00.282000Z
2,1.1163100000000001,1.1163200000000002,750000.0,370000.0048,2019-10-31T12:45:00.383000Z
3,1.1163,1.1163200000000002,750000.0,370000.0048,2019-10-31T12:45:00.586000Z
4,1.11629,1.1163200000000002,1120000.0048,3559999.9428,2019-10-31T12:45:00.687000Z
5,1.1163,1.1163200000000002,1500000.0,189999.9976,2019-10-31T12:45:00.789000Z
6,1.11629,1.1163200000000002,1500000.0,2440000.0572,2019-10-31T12:45:01.489000Z
7,1.11629,1.1163100000000001,750000.0,1690000.0572,2019-10-31T12:45:01.591000Z
8,1.11628,1.1163,1120000.0048,100000.0015,2019-10-31T12:45:01.727000Z
9,1.1163100000000001,1.1163200000000002,1690000.0572,1500000.0,2019-10-31T12:45:02.462000Z
10,1.1163200000000002,1.11634,3369999.8856,3450000.0477,2019-10-31T12:45:02.559000Z
11,1.11634,1.11635,2250000.0,189999.9976,2019-10-31T12:45:02.609000Z
12,1.11634,1.11636,1500000.0,1690000.0572,2019-10-31T12:45:02.711000Z
13,1.11634,1.11635,750000.0,100000.0015,2019-10-31T12:45:03.687000Z
14,1.11633,1.11635,1500000.0,100000.0015,2019-10-31T12:45:03.789000Z
15,1.11633,1.11636,1500000.0,3640000.1049,2019-10-31T12:45:03.891000Z
16,1.11633,1.11635,750000.0,750000.0,2019-10-31T12:45:04.610000Z
17,1.11633,1.11634,750000.0,750000.0,2019-10-31T12:45:05.119000Z
18,1.1163100000000001,1.1163200000000002,1500000.0,1870000.0048,2019-10-31T12:45:05.235000Z
19,1.1163200000000002,1.11634,750000.0,2250000.0,2019-10-31T12:45:05.338000Z
20,1.11633,1.11635,2250000.0,370000.0048,2019-10-31T12:45:05.389000Z
21,1.11633,1.11636,750000.0,1690000.0572,2019-10-31T12:45:05.795000Z
